0.000000000000000000e+00,1.000000000000000000e+00,4.601401999999999680e+04,8.504744000000000233e+04,2.055176400000000140e+05
1.000000000000000000e+00,0.000000000000000000e+00,1.315460000000000036e+03,1.158162100000000064e+05,2.971144600000000210e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.006719600000000064e+05,9.179061000000000058e+04,2.497445499999999884e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.233348800000000047e+05,1.086791699999999983e+05,3.049816199999999953e+05
1.000000000000000000e+00,0.000000000000000000e+00,7.399455999999999767e+04,1.227827500000000000e+05,3.033192600000000093e+05
1.000000000000000000e+00,0.000000000000000000e+00,2.866375999999999840e+04,1.270562100000000064e+05,2.011268200000000070e+05
0.000000000000000000e+00,0.000000000000000000e+00,9.199238999999999942e+04,1.354950700000000070e+05,2.526649299999999930e+05
0.000000000000000000e+00,0.000000000000000000e+00,2.364093000000000029e+04,9.618963000000000466e+04,1.480011099999999860e+05
0.000000000000000000e+00,1.000000000000000000e+00,1.550572999999999956e+04,1.273823000000000029e+05,3.553416999999999825e+04
0.000000000000000000e+00,1.000000000000000000e+00,1.145236100000000006e+05,1.226168399999999965e+05,2.617762300000000105e+05
0.000000000000000000e+00,1.000000000000000000e+00,6.560547999999999593e+04,1.530320599999999977e+05,1.071383800000000047e+05
0.000000000000000000e+00,0.000000000000000000e+00,7.625386000000000058e+04,1.138673000000000029e+05,2.986644699999999721e+05
1.000000000000000000e+00,0.000000000000000000e+00,1.534415100000000093e+05,1.011455500000000029e+05,4.079345399999999790e+05
1.000000000000000000e+00,0.000000000000000000e+00,1.421073399999999965e+05,9.139177000000000407e+04,3.661684199999999837e+05
0.000000000000000000e+00,1.000000000000000000e+00,1.443724100000000035e+05,1.186718500000000058e+05,3.831996199999999953e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354269200000000128e+05,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.318768999999999942e+05,9.981471000000000640e+04,3.628613599999999860e+05
1.000000000000000000e+00,0.000000000000000000e+00,9.174916000000000349e+04,1.141757899999999936e+05,2.949195700000000070e+05
1.000000000000000000e+00,0.000000000000000000e+00,1.019130800000000017e+05,1.105941100000000006e+05,2.291609500000000116e+05
0.000000000000000000e+00,1.000000000000000000e+00,5.420499999999999545e+02,5.174315000000000146e+04,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,6.605152000000000407e+04,1.826455599999999977e+05,1.181481999999999971e+05
0.000000000000000000e+00,1.000000000000000000e+00,9.465716000000000349e+04,1.450775799999999872e+05,2.825743099999999977e+05
0.000000000000000000e+00,1.000000000000000000e+00,1.653492000000000116e+05,1.368977999999999884e+05,4.717840999999999767e+05
0.000000000000000000e+00,0.000000000000000000e+00,4.642606999999999971e+04,1.576939200000000128e+05,2.107976700000000128e+05
1.000000000000000000e+00,0.000000000000000000e+00,2.789291999999999825e+04,8.471077000000000407e+04,1.644707099999999919e+05
1.000000000000000000e+00,0.000000000000000000e+00,7.532886999999999534e+04,1.441359800000000105e+05,1.340500700000000070e+05
1.000000000000000000e+00,0.000000000000000000e+00,5.549394999999999709e+04,1.030574900000000052e+05,2.146348099999999977e+05
0.000000000000000000e+00,1.000000000000000000e+00,8.641969999999999709e+04,1.535141099999999860e+05,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,7.838947000000000116e+04,1.537734299999999930e+05,2.997372899999999790e+05
0.000000000000000000e+00,1.000000000000000000e+00,6.113637999999999738e+04,1.527019200000000128e+05,8.821822999999999593e+04
0.000000000000000000e+00,1.000000000000000000e+00,1.205425200000000041e+05,1.487189500000000116e+05,3.116132899999999790e+05
0.000000000000000000e+00,0.000000000000000000e+00,1.346154599999999919e+05,1.471988699999999953e+05,1.277168200000000070e+05
0.000000000000000000e+00,0.000000000000000000e+00,3.855851000000000204e+04,8.298208999999999651e+04,1.749992999999999884e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169838000000000029e+05,4.517305999999999767e+04
1.000000000000000000e+00,0.000000000000000000e+00,9.386375000000000000e+04,1.273203800000000047e+05,2.498394400000000023e+05
1.000000000000000000e+00,0.000000000000000000e+00,6.753252999999999884e+04,1.057510299999999988e+05,3.047687299999999814e+05
0.000000000000000000e+00,0.000000000000000000e+00,6.340886000000000058e+04,1.292196100000000006e+05,4.608525000000000000e+04
1.000000000000000000e+00,0.000000000000000000e+00,1.199432400000000052e+05,1.565474200000000128e+05,2.565129200000000128e+05
0.000000000000000000e+00,0.000000000000000000e+00,2.217774000000000160e+04,1.548061400000000140e+05,2.833472000000000116e+04
0.000000000000000000e+00,0.000000000000000000e+00,4.406994999999999709e+04,5.128313999999999942e+04,1.970294200000000128e+05
